Material ID,Formula,Crystal System,Space Group Symbol,Space Group Number,Sites,Energy Above Hull,Formation Energy,Predicted Stable,Volume,Density,Band Gap,Is Gap Direct,Is Metal,Magnetic Ordering,Total Magnetization,CBM,VBM
mp-1244869,Fe2O3,Triclinic,P1,1,80,0.28951,-1.41758,FALSE,982.25234,4.31935,0.2202,FALSE,FALSE,FM,158.0004,2.215,1.9948
mp-1244911,Fe2O3,Triclinic,P1,1,80,0.27389,-1.4332,FALSE,978.3697,4.3365,0.2832,TRUE,FALSE,FM,158.0001,2.3845,2.1013
mp-1245019,Fe2O3,Triclinic,P1,1,80,0.28865,-1.41844,FALSE,1022.28387,4.15021,1.1378,FALSE,FALSE,FM,159.99605,2.903,1.7652
mp-1245078,Fe2O3,Triclinic,P1,1,80,0.30582,-1.40127,FALSE,1058.09898,4.00973,1.1123,FALSE,FALSE,FM,157.99975,2.5617,1.4494
mp-1245084,Fe2O3,Triclinic,P1,1,80,0.55212,-1.15497,FALSE,1088.26652,3.89858,0.1211,FALSE,FALSE,FM,150,1.4964,1.3753
mp-1245154,Fe2O3,Triclinic,P1,1,80,0.32088,-1.38622,FALSE,1057.26715,4.01289,0.3798,FALSE,FALSE,FiM,155.99996,1.798,1.4182
mp-1245277,Fe2O3,Triclinic,P1,1,80,0.34429,-1.3628,FALSE,1088.46568,3.89787,0.3018,TRUE,FALSE,FM,158.00011,1.7302,1.4284
mp-685153,Fe2O3,Triclinic,P1,1,160,0.22536,-1.48173,FALSE,1812.81049,4.68079,0.9977,FALSE,FALSE,FiM,217.99998,3.5228,2.5251
mp-776606,Fe2O3,Triclinic,P1,1,40,0.12302,-1.58407,FALSE,412.52124,5.1424,0,FALSE,TRUE,FM,80.00045,,
mp-1179239,TbFe2,Monoclinic,C2/m,12,6,1.64285,1.58662,FALSE,147.60174,6.08892,0,FALSE,TRUE,FiM,10.03624,,
mp-1225170,Fe2Si5,Tetragonal,P4/mmm,123,14,0.07997,-0.25915,FALSE,186.6011,4.48712,0,FALSE,TRUE,NM,0.07752,,
mp-1225186,Fe2Si,Tetragonal,P4/mmm,123,6,0.06863,-0.29275,FALSE,65.1889,7.12093,0,FALSE,TRUE,FiM,4.4358,,
mp-568748,Fe2B,Tetragonal,P4/mmm,123,3,0.3736,0.06611,FALSE,30.60534,6.64648,0,FALSE,TRUE,FM,4.11612,,
mp-20426,Fe2As,Tetragonal,P4/nmm,129,6,0.06717,-0.06464,FALSE,77.97351,7.94823,0,FALSE,TRUE,FM,6.54149,,
mp-1062988,ThFe2,Tetragonal,I4/mmm,139,3,0.38278,0.30597,FALSE,57.80843,9.87354,0,FALSE,TRUE,FiM,3.89634,,
mp-1225177,Fe2Si,Tetragonal,I4/mmm,139,3,0.12596,-0.23541,FALSE,32.33834,7.17732,0,FALSE,TRUE,FM,2.32487,,
mp-1191778,Al9Fe2,Monoclinic,P2_1/c,14,22,0.01788,-0.23461,FALSE,333.20674,3.53355,0,FALSE,TRUE,FM,0.75687,,
mp-1915,Fe2B,Tetragonal,I4/mcm,140,6,0,-0.30749,TRUE,54.82899,7.42008,0,FALSE,TRUE,FM,9.29912,,
mp-557546,Fe2O3,Trigonal,P3,143,30,0.5278,-1.17929,FALSE,384.80068,4.13464,0,FALSE,TRUE,FM,55.13345,,
mp-716814,Fe2O3,Trigonal,P3,143,30,0.50305,-1.20404,FALSE,372.2786,4.27371,0,FALSE,TRUE,FiM,52,,
mp-1181824,Fe2O3,Monoclinic,C2/c,15,10,0.16813,-1.53896,FALSE,147.98706,3.58367,1.6877,FALSE,FALSE,FM,19.99998,2.1489,0.4612
mp-248,Fe2N,Trigonal,P-31m,162,9,0.06041,-0.14936,FALSE,84.50293,7.41007,0,FALSE,TRUE,FM,8.99167,,
mp-1224692,Fe2Pt,Trigonal,P-3m1,164,3,0.26196,0.1073,FALSE,37.24594,13.67693,0,FALSE,TRUE,FM,5.45492,,
mp-1224694,Fe2Pd,Trigonal,P-3m1,164,3,0.12048,0.07237,FALSE,40.65763,8.90805,0,FALSE,TRUE,FM,5.8499,,
mp-1224697,Fe2Ni,Trigonal,P-3m1,164,3,0.08933,0.04451,FALSE,34.4005,8.22454,0,FALSE,TRUE,FM,5.67583,,
mp-1224698,Fe2N,Trigonal,P-3m1,164,3,0.17259,-0.03718,FALSE,29.02946,7.19009,0,FALSE,TRUE,FM,3.9193,,
mp-1224826,GaFe2,Trigonal,P-3m1,164,3,0.24254,0.09007,FALSE,38.64002,7.79615,0,FALSE,TRUE,FM,4.65698,,
mp-22787,Fe2Si,Trigonal,P-3m1,164,6,0.00479,-0.35658,FALSE,63.45457,7.31555,0,FALSE,TRUE,FiM,3.99774,,
mp-19770,Fe2O3,Trigonal,R-3c,167,10,0,-1.70709,TRUE,103.11075,5.14337,0,FALSE,TRUE,FM,19.99807,,
mp-685077,Fe2Te3,Trigonal,R-3c,167,10,0.21029,-0.20551,FALSE,179.79576,9.13392,0,FALSE,TRUE,NM,0.00017,,
mp-952567,Fe2S3,Trigonal,R-3c,167,10,0.11992,-0.69154,FALSE,140.78205,4.90405,0,FALSE,TRUE,FM,3.79104,,
mp-684744,Fe2N,Orthorhombic,P2_12_12,18,18,0.05733,-0.15244,FALSE,187.79865,6.66856,0,FALSE,TRUE,FM,38.08003,,
mp-1224686,Fe2N,Hexagonal,P-6m2,187,3,0.27507,0.06531,FALSE,27.91357,7.47752,0,FALSE,TRUE,FM,1.78145,,
mp-778,Fe2P,Hexagonal,P-62m,189,9,0,-0.45709,TRUE,98.26088,7.23275,0,FALSE,TRUE,FM,9.31689,,
mp-568258,Fe2Ge,Hexagonal,P6/mmm,191,3,0.36791,0.22274,FALSE,39.43188,7.76243,0,FALSE,TRUE,FM,5.10203,,
mp-568503,Fe2C,Hexagonal,P6/mmm,191,3,1.14301,1.14301,FALSE,31.30715,6.56112,0,FALSE,TRUE,FM,2.49751,,
mp-985579,AlFe2,Hexagonal,P6/mmm,191,3,0.10022,-0.14134,FALSE,37.7903,6.09335,0,FALSE,TRUE,FM,4.4778,,
mp-1095443,ScFe2,Hexagonal,P6_3/mmc,194,12,0.01888,-0.25506,FALSE,175.36635,5.9331,0,FALSE,TRUE,FiM,13.65329,,
mp-1095682,Fe2Mo,Hexagonal,P6_3/mmc,194,12,0.00164,-0.0019,FALSE,149.52592,9.22322,0,FALSE,TRUE,FiM,5.14323,,
mp-1101907,LuFe2,Hexagonal,P6_3/mmc,194,12,0.02348,-0.15132,FALSE,183.0314,10.4027,0,FALSE,TRUE,FiM,12.36015,4.2684,4.3051
mp-1101922,EuFe2,Hexagonal,P6_3/mmc,194,12,0.3437,0.3437,FALSE,223.7329,7.82733,0,FALSE,TRUE,FM,46.63685,,
mp-1102099,HoFe2,Hexagonal,P6_3/mmc,194,12,0.02198,-0.07262,FALSE,191.17136,9.61104,0,FALSE,TRUE,FiM,13.68026,4.3577,4.3941
mp-1102236,TmFe2,Hexagonal,P6_3/mmc,194,12,0.0246,-0.1163,FALSE,185.85826,10.02888,0,FALSE,TRUE,FiM,12.82831,4.3193,4.3557
mp-1102431,TbFe2,Hexagonal,P6_3/mmc,194,12,0.02057,-0.03567,FALSE,196.50883,9.14702,0,FALSE,TRUE,FiM,14.32496,4.4887,4.5247
mp-1102680,ErFe2,Hexagonal,P6_3/mmc,194,12,0.02247,-0.0984,FALSE,189.1878,9.79356,0,FALSE,TRUE,FiM,13.50661,4.3483,4.3848
mp-1103467,YbFe2,Hexagonal,P6_3/mmc,194,12,0,-0.05101,TRUE,191.0579,9.89868,0,FALSE,TRUE,FiM,15.42313,3.788,3.825
mp-1190681,ZrFe2,Hexagonal,P6_3/mmc,194,24,0.00247,-0.27822,FALSE,358.9294,7.51004,0,FALSE,TRUE,FiM,29.31017,,
mp-1190697,ScFe2,Hexagonal,P6_3/mmc,194,24,0.00844,-0.2655,FALSE,339.62081,6.12723,0,FALSE,TRUE,FiM,21.39516,,
mp-1191401,HfFe2,Hexagonal,P6_3/mmc,194,24,0.00861,-0.33752,FALSE,346.81694,11.11492,0,FALSE,TRUE,FiM,29.66914,,
mp-1192350,NbFe2,Hexagonal,P6_3/mmc,194,24,0.00545,-0.12934,FALSE,308.74532,8.80312,0,FALSE,TRUE,FiM,9.59352,,
mp-20432,Fe2Ge,Hexagonal,P6_3/mmc,194,6,0.11097,-0.03421,FALSE,74.09063,8.26251,0,FALSE,TRUE,FM,7.82014,,
mp-20868,Fe2W,Hexagonal,P6_3/mmc,194,12,0,-0.02327,TRUE,148.78578,13.19317,0,FALSE,TRUE,FiM,4.85605,,
mp-2454,TiFe2,Hexagonal,P6_3/mmc,194,12,0,-0.28339,TRUE,159.38119,6.64948,0,FALSE,TRUE,FiM,13.67624,,
mp-510164,Fe2Sn,Hexagonal,P6_3/mmc,194,6,0.20036,0.19854,FALSE,88.7794,8.61885,0,FALSE,TRUE,FM,8.89988,,
mp-568077,TaFe2,Hexagonal,P6_3/mmc,194,12,0,-0.19294,TRUE,162.03055,11.99617,0,FALSE,TRUE,FiM,17.32939,,
mp-568901,NbFe2,Hexagonal,P6_3/mmc,194,12,0.0922,-0.0426,FALSE,159.62706,8.51335,0,FALSE,TRUE,FiM,3.34608,,
mp-956096,HfFe2,Hexagonal,P6_3/mmc,194,12,0.01304,-0.33308,FALSE,173.48068,11.11029,0,FALSE,TRUE,FiM,14.74003,,
mp-1147691,Fe2O5,Triclinic,P-1,2,28,0.37457,-0.84478,FALSE,287.28633,4.43187,0,FALSE,TRUE,FiM,24.00174,,
mp-2750490,Fe2Re3,Orthorhombic,C222_1,20,20,0.01185,0.00273,FALSE,267.83613,16.62326,0,FALSE,TRUE,AFM,1.00E-05,,
mp-565814,Fe2O3,Cubic,Ia-3,206,40,0.0713,-1.63579,FALSE,436.32889,4.86181,1.3902,TRUE,FALSE,FM,80,4.3844,2.9942
mp-639789,Fe2Re3,Cubic,P4_132,213,20,0,-0.00912,TRUE,265.87331,16.74598,0,FALSE,TRUE,FM,15.36793,,
mp-1178900,YFe2,Cubic,I-43m,217,96,0.00299,-0.04524,FALSE,1531.56435,6.95962,0,FALSE,TRUE,FiM,97.78995,,
mp-1068212,Fe2O3,Cubic,Pm-3m,221,5,0.85961,-0.84748,FALSE,54.37584,4.87659,0,FALSE,TRUE,FM,8.55024,,
mp-1077745,Fe2Ni,Cubic,Fd-3m,227,6,0.22338,0.17856,FALSE,69.55647,8.13521,0,FALSE,TRUE,FM,9.88289,,
mp-1077790,NbFe2,Cubic,Fd-3m,227,6,0,-0.13479,TRUE,82.4811,8.23802,0,FALSE,TRUE,FiM,8.99667,,
mp-11383,NpFe2,Cubic,Fd-3m,227,6,0.12198,0.12198,FALSE,80.09836,14.45756,0,FALSE,TRUE,FM,2.63037,,
mp-1207,NdFe2,Cubic,Fd-3m,227,6,0.08092,0.08092,FALSE,103.13806,8.24109,0,FALSE,TRUE,FiM,7.74583,,
mp-1570,YFe2,Cubic,Fd-3m,227,6,0,-0.04823,TRUE,99.23308,6.71343,0,FALSE,TRUE,FiM,7.3275,,
mp-1718,ZrFe2,Cubic,Fd-3m,227,6,0,-0.28068,TRUE,89.28932,7.5473,0,FALSE,TRUE,FiM,7.11572,,
mp-1729,SmFe2,Cubic,Fd-3m,227,6,0.02293,0.02293,FALSE,102.11787,8.52239,0,FALSE,TRUE,FiM,7.9517,,
mp-1757,DyFe2,Cubic,Fd-3m,227,6,0,-0.07494,TRUE,97.55799,9.334,0,FALSE,TRUE,FiM,7.70379,,
mp-1926,HoFe2,Cubic,Fd-3m,227,6,0,-0.0946,TRUE,96.63894,9.50629,0,FALSE,TRUE,FiM,7.64498,,
mp-20089,GdFe2,Cubic,Fd-3m,227,6,0.02049,0.01623,FALSE,100.47927,8.8891,0,FALSE,TRUE,FiM,6.88142,,
mp-204,CeFe2,Cubic,Fd-3m,227,6,0,-0.08034,TRUE,99.28577,8.42283,0,FALSE,TRUE,FiM,6.12127,,
mp-21050,UFe2,Cubic,Fd-3m,227,6,0,-0.10177,TRUE,90.1356,12.88552,0,FALSE,TRUE,FiM,2.893,,
mp-2373,PrFe2,Cubic,Fd-3m,227,6,0.12243,0.12243,FALSE,104.74,8.00932,0,FALSE,TRUE,FiM,7.77789,,
mp-2463,LuFe2,Cubic,Fd-3m,227,6,0,-0.17481,TRUE,93.45647,10.18667,0,FALSE,TRUE,FiM,7.30411,,
mp-2570,PuFe2,Cubic,Fd-3m,227,6,0.44972,0.44972,FALSE,78.7125,15.00745,0,FALSE,TRUE,NM,0.00962,,
mp-31184,AlFe2,Cubic,Fd-3m,227,6,0.13671,-0.10484,FALSE,75.27933,6.11774,0,FALSE,TRUE,FM,6.95597,,
mp-333,HfFe2,Cubic,Fd-3m,227,6,0,-0.34613,TRUE,86.44357,11.14843,0,FALSE,TRUE,FiM,7.33783,,
mp-474,ErFe2,Cubic,Fd-3m,227,6,0,-0.12088,TRUE,95.57563,9.69297,0,FALSE,TRUE,FiM,7.37562,,
mp-540,ScFe2,Cubic,Fd-3m,227,6,0,-0.27394,TRUE,87.13755,5.97025,0,FALSE,TRUE,FiM,6.63477,,
mp-571183,TmFe2,Cubic,Fd-3m,227,6,0,-0.14089,TRUE,94.76238,9.83486,0,FALSE,TRUE,FiM,7.31613,,
mp-589,TbFe2,Cubic,Fd-3m,227,6,0,-0.05624,TRUE,98.54853,9.11972,0,FALSE,TRUE,FiM,7.78954,,
mp-1356129,Fe2O3,Orthorhombic,I2_12_12_1,24,40,0.08466,-1.62243,FALSE,429.68965,4.93693,1.3134,TRUE,FALSE,FM,80,4.5517,3.2383
mp-542896,Fe2O3,Orthorhombic,Pna2_1,33,40,0.11584,-1.59125,FALSE,448.0164,4.73498,1.4927,FALSE,FALSE,FM,80.00337,4.0862,2.5935
mp-715276,Fe2O3,Orthorhombic,Pna2_1,33,20,0.13395,-1.57315,FALSE,204.35872,5.19026,1.5103,FALSE,FALSE,FM,40.00081,5.0087,3.4984
mp-715572,Fe2O3,Monoclinic,C2,5,40,0.07718,-1.62991,FALSE,409.02755,5.18632,1.3465,TRUE,FALSE,FiM,0.14824,4.5542,3.2077
mp-1194531,Fe2B7,Orthorhombic,Pbam,55,72,0.00732,-0.19004,FALSE,517.10495,4.81342,0,FALSE,TRUE,FiM,3.70306,,
mp-1871,Fe2C,Orthorhombic,Pnnm,58,6,0.06015,0.06015,FALSE,56.98248,7.20958,0,FALSE,TRUE,FM,6.50856,,
mp-21476,Fe2N,Orthorhombic,Pbcn,60,12,0.05684,-0.15293,FALSE,112.83708,7.39914,0,FALSE,TRUE,FM,12.00031,,
mp-510080,Fe2O3,Orthorhombic,Pbcn,60,20,0.13072,-1.57637,FALSE,207.24805,5.1179,1.3095,TRUE,FALSE,FM,40,3.7652,2.4557
mp-1178392,Fe2O3,Orthorhombic,Pbca,61,40,0.11286,-1.59424,FALSE,420.33127,5.04685,1.5656,FALSE,FALSE,FM,80.00123,4.7703,3.2047
mp-1102779,Fe2C,Orthorhombic,Pnma,62,12,0.17959,0.17959,FALSE,105.73551,7.7707,0,FALSE,TRUE,FM,11.21618,,
mp-1205415,Fe2O3,Orthorhombic,Pnma,62,20,0.17734,-1.52975,FALSE,206.16514,5.14478,1.0606,TRUE,FALSE,FM,40.01313,4.931,3.8704
mp-1078361,Fe2O3,Orthorhombic,Cmcm,63,10,0.23645,-1.47064,FALSE,100.04637,5.30091,0,FALSE,TRUE,FM,20.00055,,
mp-1378486,Fe2O3,Orthorhombic,Cmcm,63,20,0.27517,-1.43192,FALSE,238.1209,4.45435,0.5554,TRUE,FALSE,FM,40.00383,2.8588,2.3034
mp-1224880,GaFe2,Orthorhombic,Fmmm,69,3,0.14561,-0.00687,FALSE,37.99029,7.92948,0,FALSE,TRUE,FM,4.55357,,
mp-684641,Fe2S,Monoclinic,Cm,8,21,0.29859,-0.20637,FALSE,261.1715,6.398,0,FALSE,TRUE,FM,27.04048,,
mp-705547,Fe2O3,Monoclinic,Cm,8,40,0.15985,-1.54724,FALSE,454.87023,4.66363,0.817,TRUE,FALSE,FM,80.00226,3.6382,2.8212
mp-851357,Fe2S,Monoclinic,Cm,8,21,0.32764,-0.17732,FALSE,260.10424,6.42425,0,FALSE,TRUE,FM,24.87412,,
mp-1178773,YFe2,Tetragonal,I-4,82,30,0.00205,-0.04618,FALSE,482.33875,6.90588,0,FALSE,TRUE,FiM,32.2091,4.4877,4.5273
mp-1456,Fe2O3,Tetragonal,P4_12_12,92,160,0.11936,-1.58773,FALSE,1860.08269,4.56184,1.5673,FALSE,FALSE,FM,320.04373,3.794,2.2267
mp-1094126,Sm2Fe2O5,Triclinic,P1,1,9,0.19205,-2.61193,FALSE,129.62351,6.30797,2.0605,FALSE,FALSE,FM,7.99997,4.5093,2.4488
mp-1097052,La2Fe2O5,Triclinic,P1,1,9,0.17266,-2.65839,FALSE,126.69156,6.15368,0,FALSE,TRUE,FM,7.99983,,
mp-1100942,V5(FeO6)2,Triclinic,P1,1,76,0.23331,-2.07777,FALSE,942.774,3.93405,0.4791,TRUE,FALSE,FM,56,3.4231,2.944
mp-1100951,V(FeSe2)2,Triclinic,P1,1,7,0.64271,-0.0788,FALSE,593.12305,1.33955,0.0585,FALSE,FALSE,FM,8.9992,-2.9646,-3.0231
mp-1101048,TiFe2O5,Triclinic,P1,1,32,0.04602,-2.33643,FALSE,378.62918,4.20241,1.9741,FALSE,FALSE,FM,39.99881,4.1758,2.2017
mp-1101116,Ti(FeSe2)2,Triclinic,P1,1,7,0.30267,-0.59886,FALSE,134.02497,5.89006,0,FALSE,TRUE,FiM,4.30635,,
mp-1102399,Fe2P2O7,Triclinic,P1,1,22,0,-2.37259,TRUE,257.33585,3.68627,0.7385,FALSE,FALSE,AFM,0,3.9157,3.1772
mp-1178108,Li(FeO2)2,Triclinic,P1,1,14,0.14137,-1.58286,FALSE,147.46402,4.11303,0,FALSE,TRUE,FM,18.00308,,
mp-1178312,Fe2OF3,Triclinic,P1,1,30,0.09591,-2.26219,FALSE,361.62939,4.2402,1.1303,FALSE,FALSE,FM,45.00004,2.401,1.2707
mp-1225005,Fe2CuS3,Triclinic,P1,1,24,0.17267,-0.50354,FALSE,330.85915,5.44911,0,FALSE,TRUE,FiM,6.00918,,
mp-1229168,Al27(FeNi2)2,Triclinic,P1,1,66,0,-0.28851,TRUE,976.29845,3.65671,0,FALSE,TRUE,NM,0,,
mp-1272244,Li3(FeO3)2,Triclinic,P1,1,11,0.07144,-1.66477,FALSE,106.01513,3.57919,0,FALSE,TRUE,FiM,1.00099,,
mp-1282759,LiFe2O3,Triclinic,P1,1,12,0.06667,-1.7238,FALSE,120.76947,4.58219,0.0316,FALSE,FALSE,AFM,0.00458,3.9952,3.9636
mp-1326188,Fe2NiO4,Triclinic,P1,1,70,1.35156,-0.23948,FALSE,758.42928,5.13164,0,FALSE,TRUE,FiM,0.05151,,
mp-1380123,Ca(FeO2)2,Triclinic,P1,1,42,0.11852,-2.07013,FALSE,526.48064,4.0832,1.68,FALSE,FALSE,FM,60.00193,3.8117,2.1317
mp-1391065,LiFe2F5,Triclinic,P1,1,16,2.25787,-0.47625,FALSE,200.07351,3.54599,1.1296,FALSE,FALSE,FiM,8.00E-05,1.669,0.5394
mp-34493,Mg(FeO2)2,Triclinic,P1,1,42,0.11315,-2.05187,FALSE,456.79736,4.36205,1.5154,FALSE,FALSE,FM,60.00092,4.6412,3.1258
mp-531041,Mg(FeO2)2,Triclinic,P1,1,70,0.1828,-1.98222,FALSE,721.12143,4.60526,0.1488,TRUE,FALSE,FM,100.00015,4.6678,4.519
mp-532403,Zn(FeO2)2,Triclinic,P1,1,70,0.09396,-1.65107,FALSE,758.14633,5.28065,0,FALSE,TRUE,FM,99.99999,,
mp-673844,Cr(FeSe2)2,Triclinic,P1,1,7,0.27201,-0.37861,FALSE,146.2439,5.44482,0,FALSE,TRUE,FM,6.49489,,
mp-675747,V(FeSe2)2,Triclinic,P1,1,7,0.31748,-0.40403,FALSE,131.95836,6.02099,0,FALSE,TRUE,FM,4.98586,,
mp-676089,Fe2CoSe4,Triclinic,P1,1,7,0.29294,-0.28801,FALSE,115.08012,7.01938,0,FALSE,TRUE,FiM,3.22504,,
mp-677654,Zn(FeO2)2,Triclinic,P1,1,77,0.19074,-1.55429,FALSE,939.22042,4.68884,0.7329,TRUE,FALSE,FM,110.00022,2.9296,2.1967
mp-685434,Mg2Fe2O5,Triclinic,P1,1,72,0.17347,-2.18561,FALSE,791.74525,4.03183,0.1531,TRUE,FALSE,FM,79.99985,3.817,3.6639
mp-685663,Mg(FeO2)2,Triclinic,P1,1,98,0.11056,-2.05445,FALSE,1082.68767,4.29426,0.7903,FALSE,FALSE,FM,140.00011,4.1339,3.3436
mp-686717,Fe2NiSe4,Triclinic,P1,1,7,0.07626,-0.51265,FALSE,115.72388,6.97689,0,FALSE,TRUE,FiM,3.1607,,
mp-697842,Mn(FeO2)2,Triclinic,P1,1,70,0.08476,-1.75136,FALSE,807.15437,4.74461,0,FALSE,TRUE,FM,144.00135,,
mp-699378,Fe2NiO4,Triclinic,P1,1,70,0.0904,-1.50064,FALSE,758.42916,5.13164,1.3196,FALSE,FALSE,FM,119.99738,4.8312,3.5116
mp-743547,Zn(FeO2)2,Triclinic,P1,1,70,0.08921,-1.65581,FALSE,767.93843,5.21331,0.6731,TRUE,FALSE,FM,100.00018,3.8028,3.1297
mp-753008,Li13(FeO6)2,Triclinic,P1,1,27,0.06663,-1.82655,FALSE,248.55094,2.6317,0,FALSE,TRUE,FM,6.92394,,
mp-754814,Fe2O3F,Triclinic,P1,1,30,0.11576,-1.65833,FALSE,331.48224,4.4756,0,FALSE,TRUE,FM,45.00188,,
mp-754906,Fe2O3F,Triclinic,P1,1,30,0.12436,-1.64973,FALSE,328.41809,4.51735,0,FALSE,TRUE,FM,45.00254,,
mp-755917,Fe2O3F,Triclinic,P1,1,30,0.13399,-1.64011,FALSE,328.25063,4.51966,0,FALSE,TRUE,FM,45.00264,,
mp-758099,Li15(FeO6)2,Triclinic,P1,1,29,0.05145,-1.91152,FALSE,256.18311,2.64328,0.0193,FALSE,FALSE,FM,7.00299,0.8083,0.789
mp-773043,Li(FeO2)2,Triclinic,P1,1,56,0.10305,-1.62118,FALSE,575.24578,4.21749,0,FALSE,TRUE,FM,70.00004,,
mp-776764,LiFe2F5,Triclinic,P1,1,16,0.0408,-2.69332,FALSE,200.07354,3.54599,3.2193,FALSE,FALSE,FM,16.00001,3.2156,-0.0037
mp-776933,LiFe2F5,Triclinic,P1,1,32,0.06983,-2.66429,FALSE,457.62852,3.10059,3.2912,FALSE,FALSE,FM,31.99987,2.4426,-0.8486
mp-780203,Li9(FeO4)2,Triclinic,P1,1,38,0.07314,-1.92235,FALSE,399.59764,2.51122,0.0261,FALSE,FALSE,FM,17.99917,0.137,0.1109
mp-850232,Na(FeO2)2,Triclinic,P1,1,28,0.05332,-1.58371,FALSE,347.02119,3.80278,0,FALSE,TRUE,FM,36.00006,,
mp-936895,V(FeSe2)2,Triclinic,P1,1,7,4.50654,3.78503,FALSE,121.5553,6.53629,0,FALSE,TRUE,FiM,1.79166,,
mp-1024056,Fe2SiS4,Monoclinic,P2/m,10,28,0.28466,-0.58131,FALSE,441.45114,4.03291,0,FALSE,TRUE,FM,7.25893,6.6436,6.6793
mp-1226104,Cr(FeAs3)2,Monoclinic,P2/m,10,18,0.01887,-0.19357,FALSE,286.39475,7.11094,0,FALSE,TRUE,FiM,3.99786,,
mp-1226360,Cr(FeTe2)2,Monoclinic,P2/m,10,7,0.23608,-0.17791,FALSE,165.64419,6.75753,0,FALSE,TRUE,FM,7.65914,,
mp-1237584,Cr(FeTe2)2,Monoclinic,P2/m,10,7,0.14894,-0.26505,FALSE,151.50099,7.38838,0,FALSE,TRUE,FM,6.84663,,
mp-1286090,Li3(FeO3)2,Monoclinic,P2/m,10,22,0.07443,-1.66178,FALSE,210.69859,3.60182,0,FALSE,TRUE,AFM,0,,
mp-1299640,Y(FeO2)2,Monoclinic,P2/m,10,14,0.03393,-2.41114,FALSE,183.13541,4.79828,0.7379,FALSE,FALSE,FM,17.99992,3.8885,3.1506
mp-557403,LiFe2F6,Tetragonal,P4_2nm,102,18,0,-2.75354,TRUE,213.02428,3.6266,1.7058,FALSE,FALSE,FM,18.00101,1.9011,0.1953
mp-2017427,Fe2PO5,Tetragonal,I4_1md,109,16,0,-2.03318,TRUE,177.88164,4.15711,0.3181,FALSE,FALSE,AFM,0,5.6091,5.291
mp-1198915,Fe2S3O17,Monoclinic,P2_1/m,11,44,0.46207,-0.95207,FALSE,700.44117,2.27528,0,FALSE,TRUE,FM,28,,
mp-1279116,Y(FeO2)2,Monoclinic,P2_1/m,11,14,0.01383,-2.43123,FALSE,183.78828,4.78124,0.9867,FALSE,FALSE,FiM,2.00927,4.2397,3.253
mp-1298536,LiFe2O3,Monoclinic,P2_1/m,11,12,0.02735,-1.76312,FALSE,119.52029,4.63008,1.5558,FALSE,FALSE,FiM,2.00338,4.6827,3.1269
mp-27008,Fe2P3O10,Monoclinic,P2_1/m,11,30,0.04071,-2.38562,FALSE,359.3136,3.36999,0.3834,FALSE,FALSE,FM,17.99956,3.1327,2.7493
mp-777447,LiFe2F7,Monoclinic,P2_1/m,11,20,0.11075,-2.64972,FALSE,290.56334,2.87596,3.4987,FALSE,FALSE,FM,20.00149,0.1779,-3.3208
mp-1221870,Mn4Fe2Sb3,Tetragonal,P-4m2,115,18,0.1008,0.01656,FALSE,296.5838,7.80174,0,FALSE,TRUE,FM,29.31773,,
mp-1395522,Mg(FeN)2,Tetragonal,P-4m2,115,5,0.47973,0.01992,FALSE,62.02825,4.39062,0,FALSE,TRUE,FM,2.92264,,
mp-1399099,Zn(FeN)2,Tetragonal,P-4m2,115,5,0.58518,0.33419,FALSE,61.24393,5.56132,0,FALSE,TRUE,FM,3.22084,,
mp-1423472,Ca(FeN)2,Tetragonal,P-4m2,115,5,0.48209,-0.08644,FALSE,74.3386,4.01587,0,FALSE,TRUE,FM,3.15958,,
mp-1042970,Ca(FeO2)2,Monoclinic,C2/m,12,14,0.15987,-2.02878,FALSE,168.00881,4.2651,0,FALSE,TRUE,FM,20.00421,2.2372,2.2811
mp-1078104,Fe2CoSe4,Monoclinic,C2/m,12,7,0.06886,-0.51209,FALSE,114.81258,7.03574,0,FALSE,TRUE,FiM,3.81498,,
mp-1078113,V(FeSe2)2,Monoclinic,C2/m,12,7,0.07964,-0.64187,FALSE,124.50959,6.3812,0,FALSE,TRUE,FM,6.22661,,
mp-1097314,MnGaFe2,Monoclinic,C2/m,12,4,2.74494,2.63058,FALSE,995.37915,0.39429,0,FALSE,TRUE,FM,10.93647,,
mp-1194793,Lu(FeO2)2,Monoclinic,C2/m,12,42,0.04735,-2.4584,FALSE,529.80139,6.59427,0,FALSE,TRUE,FM,54.00234,3.2896,3.3339
mp-1196239,Lu(FeO2)2,Monoclinic,C2/m,12,42,0.0457,-2.46005,FALSE,526.58286,6.63458,0,FALSE,TRUE,FM,53.99967,,
mp-1215351,Zr6Fe2O,Monoclinic,C2/m,12,9,0.49107,-0.29253,FALSE,174.56378,6.42126,0,FALSE,TRUE,FM,5.6636,,
mp-1218842,Sr2Fe2O5,Monoclinic,C2/m,12,18,0.01661,-2.35555,FALSE,254.21679,4.79352,0.6802,TRUE,FALSE,FM,20.00001,3.7558,3.0756
mp-1227449,Be5(Al2Fe)2,Monoclinic,C2/m,12,11,0.10001,-0.15612,FALSE,124.99846,3.5161,0,FALSE,TRUE,NM,0.03663,,
mp-1227586,Ca2Fe2O5,Monoclinic,C2/m,12,18,0.05712,-2.39907,FALSE,233.50972,3.86627,0.4751,TRUE,FALSE,FM,20.00002,4.078,3.6029
